;Geslacht;Onderwijssoort;Studierichting;Perioden;Enrollment;Freshmen
65188;Mannen;Hoger beroepsonderwijs;0719 Techniek en technische dienstver...;2014;2601;548
65189;Mannen;Hoger beroepsonderwijs;0719 Techniek en technische dienstver...;2015;2310;340
65190;Mannen;Hoger beroepsonderwijs;0719 Techniek en technische dienstver...;2016;2207;356
65191;Mannen;Hoger beroepsonderwijs;0719 Techniek en technische dienstver...;2017;1981;309
65192;Mannen;Hoger beroepsonderwijs;0719 Techniek en technische dienstver...;2018;1773;309
65193;Mannen;Hoger beroepsonderwijs;0719 Techniek en technische dienstver...;2019;1570;309
65194;Mannen;Hoger beroepsonderwijs;0719 Techniek en technische dienstver...;2020;1551;332
65195;Mannen;Hoger beroepsonderwijs;0719 Techniek en technische dienstver...;2021;1412;284
65196;Mannen;Hoger beroepsonderwijs;072 Levensmiddelentechnologie- en ...;2010;407;92
65197;Mannen;Hoger beroepsonderwijs;072 Levensmiddelentechnologie- en ...;2011;410;98
65198;Mannen;Hoger beroepsonderwijs;072 Levensmiddelentechnologie- en ...;2012;398;101
65199;Mannen;Hoger beroepsonderwijs;072 Levensmiddelentechnologie- en ...;2013;491;151
65200;Mannen;Hoger beroepsonderwijs;072 Levensmiddelentechnologie- en ...;2014;553;171
65201;Mannen;Hoger beroepsonderwijs;072 Levensmiddelentechnologie- en ...;2015;584;146
65202;Mannen;Hoger beroepsonderwijs;072 Levensmiddelentechnologie- en ...;2016;607;156
65203;Mannen;Hoger beroepsonderwijs;072 Levensmiddelentechnologie- en ...;2017;626;153
65204;Mannen;Hoger beroepsonderwijs;072 Levensmiddelentechnologie- en ...;2018;636;168
65205;Mannen;Hoger beroepsonderwijs;072 Levensmiddelentechnologie- en ...;2019;698;172
65206;Mannen;Hoger beroepsonderwijs;072 Levensmiddelentechnologie- en ...;2020;719;147
65207;Mannen;Hoger beroepsonderwijs;072 Levensmiddelentechnologie- en ...;2021;737;162
65208;Mannen;Hoger beroepsonderwijs;0720 Levensmiddelentechnologie... z.n.d.;2010;0;0
65209;Mannen;Hoger beroepsonderwijs;0720 Levensmiddelentechnologie... z.n.d.;2011;0;0
65210;Mannen;Hoger beroepsonderwijs;0720 Levensmiddelentechnologie... z.n.d.;2012;0;0
65211;Mannen;Hoger beroepsonderwijs;0720 Levensmiddelentechnologie... z.n.d.;2013;0;0
65212;Mannen;Hoger beroepsonderwijs;0720 Levensmiddelentechnologie... z.n.d.;2014;0;0
65213;Mannen;Hoger beroepsonderwijs;0720 Levensmiddelentechnologie... z.n.d.;2015;0;0
65214;Mannen;Hoger beroepsonderwijs;0720 Levensmiddelentechnologie... z.n.d.;2016;0;0
65215;Mannen;Hoger beroepsonderwijs;0720 Levensmiddelentechnologie... z.n.d.;2017;0;0
65216;Mannen;Hoger beroepsonderwijs;0720 Levensmiddelentechnologie... z.n.d.;2018;0;0
65217;Mannen;Hoger beroepsonderwijs;0720 Levensmiddelentechnologie... z.n.d.;2019;0;0
65218;Mannen;Hoger beroepsonderwijs;0720 Levensmiddelentechnologie... z.n.d.;2020;0;0
65219;Mannen;Hoger beroepsonderwijs;0720 Levensmiddelentechnologie... z.n.d.;2021;0;0
65220;Mannen;Hoger beroepsonderwijs;0721 Levensmiddelentechnologie;2010;233;63
65221;Mannen;Hoger beroepsonderwijs;0721 Levensmiddelentechnologie;2011;252;61
65222;Mannen;Hoger beroepsonderwijs;0721 Levensmiddelentechnologie;2012;252;60
65223;Mannen;Hoger beroepsonderwijs;0721 Levensmiddelentechnologie;2013;316;100
65224;Mannen;Hoger beroepsonderwijs;0721 Levensmiddelentechnologie;2014;351;101
65225;Mannen;Hoger beroepsonderwijs;0721 Levensmiddelentechnologie;2015;378;94
65226;Mannen;Hoger beroepsonderwijs;0721 Levensmiddelentechnologie;2016;391;106
65227;Mannen;Hoger beroepsonderwijs;0721 Levensmiddelentechnologie;2017;387;85
65228;Mannen;Hoger beroepsonderwijs;0721 Levensmiddelentechnologie;2018;393;103
65229;Mannen;Hoger beroepsonderwijs;0721 Levensmiddelentechnologie;2019;423;93
65230;Mannen;Hoger beroepsonderwijs;0721 Levensmiddelentechnologie;2020;407;70
65231;Mannen;Hoger beroepsonderwijs;0721 Levensmiddelentechnologie;2021;382;63
65232;Mannen;Hoger beroepsonderwijs;0722 Houtbewerking, papier-, kunststo…;2010;0;0
65233;Mannen;Hoger beroepsonderwijs;0722 Houtbewerking, papier-, kunststo…;2011;0;0
65234;Mannen;Hoger beroepsonderwijs;0722 Houtbewerking, papier-, kunststo…;2012;0;0
65235;Mannen;Hoger beroepsonderwijs;0722 Houtbewerking, papier-, kunststo…;2013;0;0
65236;Mannen;Hoger beroepsonderwijs;0722 Houtbewerking, papier-, kunststo…;2014;0;0
65237;Mannen;Hoger beroepsonderwijs;0722 Houtbewerking, papier-, kunststo…;2015;0;0
65238;Mannen;Hoger beroepsonderwijs;0722 Houtbewerking, papier-, kunststo…;2016;0;0
65239;Mannen;Hoger beroepsonderwijs;0722 Houtbewerking, papier-, kunststo…;2017;0;0
65240;Mannen;Hoger beroepsonderwijs;0722 Houtbewerking, papier-, kunststo…;2018;0;0
65241;Mannen;Hoger beroepsonderwijs;0722 Houtbewerking, papier-, kunststo…;2019;0;0
65242;Mannen;Hoger beroepsonderwijs;0722 Houtbewerking, papier-, kunststo…;2020;0;0
65243;Mannen;Hoger beroepsonderwijs;0722 Houtbewerking, papier-, kunststo…;2021;0;0
65244;Mannen;Hoger beroepsonderwijs;0723 Textiel-, kleding-, schoenen-, ...;2010;174;29
65245;Mannen;Hoger beroepsonderwijs;0723 Textiel-, kleding-, schoenen-, ...;2011;158;37
65246;Mannen;Hoger beroepsonderwijs;0723 Textiel-, kleding-, schoenen-, ...;2012;146;41
65247;Mannen;Hoger beroepsonderwijs;0723 Textiel-, kleding-, schoenen-, ...;2013;175;51
65248;Mannen;Hoger beroepsonderwijs;0723 Textiel-, kleding-, schoenen-, ...;2014;202;70
65249;Mannen;Hoger beroepsonderwijs;0723 Textiel-, kleding-, schoenen-, ...;2015;206;52
65250;Mannen;Hoger beroepsonderwijs;0723 Textiel-, kleding-, schoenen-, ...;2016;216;50
65251;Mannen;Hoger beroepsonderwijs;0723 Textiel-, kleding-, schoenen-, ...;2017;239;68
65252;Mannen;Hoger beroepsonderwijs;0723 Textiel-, kleding-, schoenen-, ...;2018;243;65
65253;Mannen;Hoger beroepsonderwijs;0723 Textiel-, kleding-, schoenen-, ...;2019;275;79
65254;Mannen;Hoger beroepsonderwijs;0723 Textiel-, kleding-, schoenen-, ...;2020;312;77
65255;Mannen;Hoger beroepsonderwijs;0723 Textiel-, kleding-, schoenen-, ...;2021;355;99
65256;Mannen;Hoger beroepsonderwijs;0724 Delfstofwinning;2010;0;0
65257;Mannen;Hoger beroepsonderwijs;0724 Delfstofwinning;2011;0;0
65258;Mannen;Hoger beroepsonderwijs;0724 Delfstofwinning;2012;0;0
65259;Mannen;Hoger beroepsonderwijs;0724 Delfstofwinning;2013;0;0
65260;Mannen;Hoger beroepsonderwijs;0724 Delfstofwinning;2014;0;0
65261;Mannen;Hoger beroepsonderwijs;0724 Delfstofwinning;2015;0;0
65262;Mannen;Hoger beroepsonderwijs;0724 Delfstofwinning;2016;0;0
65263;Mannen;Hoger beroepsonderwijs;0724 Delfstofwinning;2017;0;0
65264;Mannen;Hoger beroepsonderwijs;0724 Delfstofwinning;2018;0;0
65265;Mannen;Hoger beroepsonderwijs;0724 Delfstofwinning;2019;0;0
65266;Mannen;Hoger beroepsonderwijs;0724 Delfstofwinning;2020;0;0
65267;Mannen;Hoger beroepsonderwijs;0724 Delfstofwinning;2021;0;0
65268;Mannen;Hoger beroepsonderwijs;073 Architectuur en bouwkunde;2010;12170;2927
65269;Mannen;Hoger beroepsonderwijs;073 Architectuur en bouwkunde;2011;12137;2707
65270;Mannen;Hoger beroepsonderwijs;073 Architectuur en bouwkunde;2012;11625;2602
65271;Mannen;Hoger beroepsonderwijs;073 Architectuur en bouwkunde;2013;11245;2388
65272;Mannen;Hoger beroepsonderwijs;073 Architectuur en bouwkunde;2014;10838;2223
65273;Mannen;Hoger beroepsonderwijs;073 Architectuur en bouwkunde;2015;10670;2209
65274;Mannen;Hoger beroepsonderwijs;073 Architectuur en bouwkunde;2016;10483;2269
65275;Mannen;Hoger beroepsonderwijs;073 Architectuur en bouwkunde;2017;10605;2448
65276;Mannen;Hoger beroepsonderwijs;073 Architectuur en bouwkunde;2018;10984;2578
65277;Mannen;Hoger beroepsonderwijs;073 Architectuur en bouwkunde;2019;11301;2593
65278;Mannen;Hoger beroepsonderwijs;073 Architectuur en bouwkunde;2020;11992;2849
65279;Mannen;Hoger beroepsonderwijs;073 Architectuur en bouwkunde;2021;12199;2647
65280;Mannen;Hoger beroepsonderwijs;0730 Architectuur en bouwkunde z.n.d.;2010;0;0
65281;Mannen;Hoger beroepsonderwijs;0730 Architectuur en bouwkunde z.n.d.;2011;0;0
65282;Mannen;Hoger beroepsonderwijs;0730 Architectuur en bouwkunde z.n.d.;2012;0;0
65283;Mannen;Hoger beroepsonderwijs;0730 Architectuur en bouwkunde z.n.d.;2013;0;0
65284;Mannen;Hoger beroepsonderwijs;0730 Architectuur en bouwkunde z.n.d.;2014;0;0
65285;Mannen;Hoger beroepsonderwijs;0730 Architectuur en bouwkunde z.n.d.;2015;0;0
65286;Mannen;Hoger beroepsonderwijs;0730 Architectuur en bouwkunde z.n.d.;2016;0;0
65287;Mannen;Hoger beroepsonderwijs;0730 Architectuur en bouwkunde z.n.d.;2017;0;0
65288;Mannen;Hoger beroepsonderwijs;0730 Architectuur en bouwkunde z.n.d.;2018;0;0
65289;Mannen;Hoger beroepsonderwijs;0730 Architectuur en bouwkunde z.n.d.;2019;0;0
65290;Mannen;Hoger beroepsonderwijs;0730 Architectuur en bouwkunde z.n.d.;2020;0;0
65291;Mannen;Hoger beroepsonderwijs;0730 Architectuur en bouwkunde z.n.d.;2021;0;0
65292;Mannen;Hoger beroepsonderwijs;0731 Architectuur en stedebouwkunde;2010;2674;541
65293;Mannen;Hoger beroepsonderwijs;0731 Architectuur en stedebouwkunde;2011;2744;536
65294;Mannen;Hoger beroepsonderwijs;0731 Architectuur en stedebouwkunde;2012;2672;505
65295;Mannen;Hoger beroepsonderwijs;0731 Architectuur en stedebouwkunde;2013;2620;487
65296;Mannen;Hoger beroepsonderwijs;0731 Architectuur en stedebouwkunde;2014;2504;434
65297;Mannen;Hoger beroepsonderwijs;0731 Architectuur en stedebouwkunde;2015;3239;888
65298;Mannen;Hoger beroepsonderwijs;0731 Architectuur en stedebouwkunde;2016;3604;981
65299;Mannen;Hoger beroepsonderwijs;0731 Architectuur en stedebouwkunde;2017;4228;1131
65300;Mannen;Hoger beroepsonderwijs;0731 Architectuur en stedebouwkunde;2018;4730;1075
65301;Mannen;Hoger beroepsonderwijs;0731 Architectuur en stedebouwkunde;2019;5132;1122
65302;Mannen;Hoger beroepsonderwijs;0731 Architectuur en stedebouwkunde;2020;5537;1261
65303;Mannen;Hoger beroepsonderwijs;0731 Architectuur en stedebouwkunde;2021;5677;1114
65304;Mannen;Hoger beroepsonderwijs;0732 Bouwkunde en civiele techniek;2010;9496;2386
65305;Mannen;Hoger beroepsonderwijs;0732 Bouwkunde en civiele techniek;2011;9393;2171
65306;Mannen;Hoger beroepsonderwijs;0732 Bouwkunde en civiele techniek;2012;8953;2097
65307;Mannen;Hoger beroepsonderwijs;0732 Bouwkunde en civiele techniek;2013;8625;1901
65308;Mannen;Hoger beroepsonderwijs;0732 Bouwkunde en civiele techniek;2014;8334;1789
65309;Mannen;Hoger beroepsonderwijs;0732 Bouwkunde en civiele techniek;2015;7431;1321
65310;Mannen;Hoger beroepsonderwijs;0732 Bouwkunde en civiele techniek;2016;6879;1288
65311;Mannen;Hoger beroepsonderwijs;0732 Bouwkunde en civiele techniek;2017;6377;1317
65312;Mannen;Hoger beroepsonderwijs;0732 Bouwkunde en civiele techniek;2018;6254;1503
65313;Mannen;Hoger beroepsonderwijs;0732 Bouwkunde en civiele techniek;2019;6169;1471
65314;Mannen;Hoger beroepsonderwijs;0732 Bouwkunde en civiele techniek;2020;6455;1588
65315;Mannen;Hoger beroepsonderwijs;0732 Bouwkunde en civiele techniek;2021;6522;1533
65316;Mannen;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;2010;2134;539
65317;Mannen;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;2011;2056;513
65318;Mannen;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;2012;2072;509
65319;Mannen;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;2013;2159;535
65320;Mannen;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;2014;2236;538
65321;Mannen;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;2015;2339;562
65322;Mannen;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;2016;2464;568
65323;Mannen;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;2017;2630;677
65324;Mannen;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;2018;2624;610
65325;Mannen;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;2019;2665;584
65326;Mannen;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;2020;2744;576
65327;Mannen;Hoger beroepsonderwijs;08 Landbouw, diergeneeskunde en -verz...;2021;2799;582
65328;Mannen;Hoger beroepsonderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2010;0;0
65329;Mannen;Hoger beroepsonderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2011;0;0
65330;Mannen;Hoger beroepsonderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2012;0;0
65331;Mannen;Hoger beroepsonderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2013;0;0
65332;Mannen;Hoger beroepsonderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2014;0;0
65333;Mannen;Hoger beroepsonderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2015;0;0
65334;Mannen;Hoger beroepsonderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2016;0;0
65335;Mannen;Hoger beroepsonderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2017;0;0
65336;Mannen;Hoger beroepsonderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2018;0;0
65337;Mannen;Hoger beroepsonderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2019;0;0
65338;Mannen;Hoger beroepsonderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2020;0;0
65339;Mannen;Hoger beroepsonderwijs;080 Landbouw, diergeneeskunde en… z.n.d.;2021;0;0
65340;Mannen;Hoger beroepsonderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2010;0;0
65341;Mannen;Hoger beroepsonderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2011;0;0
65342;Mannen;Hoger beroepsonderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2012;0;0
65343;Mannen;Hoger beroepsonderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2013;0;0
65344;Mannen;Hoger beroepsonderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2014;0;0
65345;Mannen;Hoger beroepsonderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2015;0;0
65346;Mannen;Hoger beroepsonderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2016;0;0
65347;Mannen;Hoger beroepsonderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2017;0;0
65348;Mannen;Hoger beroepsonderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2018;0;0
65349;Mannen;Hoger beroepsonderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2019;0;0
65350;Mannen;Hoger beroepsonderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2020;0;0
65351;Mannen;Hoger beroepsonderwijs;0800 Landbouw, diergeneeskunde … z.n.d.;2021;0;0
65352;Mannen;Hoger beroepsonderwijs;081 Landbouw;2010;1592;409
65353;Mannen;Hoger beroepsonderwijs;081 Landbouw;2011;1600;444
65354;Mannen;Hoger beroepsonderwijs;081 Landbouw;2012;1655;432
65355;Mannen;Hoger beroepsonderwijs;081 Landbouw;2013;1735;456
65356;Mannen;Hoger beroepsonderwijs;081 Landbouw;2014;1831;455
65357;Mannen;Hoger beroepsonderwijs;081 Landbouw;2015;1952;492
65358;Mannen;Hoger beroepsonderwijs;081 Landbouw;2016;2040;487
65359;Mannen;Hoger beroepsonderwijs;081 Landbouw;2017;2195;582
65360;Mannen;Hoger beroepsonderwijs;081 Landbouw;2018;2187;538
65361;Mannen;Hoger beroepsonderwijs;081 Landbouw;2019;2218;517
65362;Mannen;Hoger beroepsonderwijs;081 Landbouw;2020;2248;499
65363;Mannen;Hoger beroepsonderwijs;081 Landbouw;2021;2240;485
65364;Mannen;Hoger beroepsonderwijs;0810 Landbouw z.n.d.;2010;0;0
65365;Mannen;Hoger beroepsonderwijs;0810 Landbouw z.n.d.;2011;0;0
65366;Mannen;Hoger beroepsonderwijs;0810 Landbouw z.n.d.;2012;0;0
65367;Mannen;Hoger beroepsonderwijs;0810 Landbouw z.n.d.;2013;0;0
65368;Mannen;Hoger beroepsonderwijs;0810 Landbouw z.n.d.;2014;0;0
65369;Mannen;Hoger beroepsonderwijs;0810 Landbouw z.n.d.;2015;0;0
65370;Mannen;Hoger beroepsonderwijs;0810 Landbouw z.n.d.;2016;0;0
65371;Mannen;Hoger beroepsonderwijs;0810 Landbouw z.n.d.;2017;0;0
65372;Mannen;Hoger beroepsonderwijs;0810 Landbouw z.n.d.;2018;0;0
65373;Mannen;Hoger beroepsonderwijs;0810 Landbouw z.n.d.;2019;0;0
65374;Mannen;Hoger beroepsonderwijs;0810 Landbouw z.n.d.;2020;0;0
65375;Mannen;Hoger beroepsonderwijs;0810 Landbouw z.n.d.;2021;0;0
65376;Mannen;Hoger beroepsonderwijs;0811 Landbouw en veeteelt;2010;1592;409
65377;Mannen;Hoger beroepsonderwijs;0811 Landbouw en veeteelt;2011;1600;444
65378;Mannen;Hoger beroepsonderwijs;0811 Landbouw en veeteelt;2012;1655;432
65379;Mannen;Hoger beroepsonderwijs;0811 Landbouw en veeteelt;2013;1735;456
65380;Mannen;Hoger beroepsonderwijs;0811 Landbouw en veeteelt;2014;1831;455
65381;Mannen;Hoger beroepsonderwijs;0811 Landbouw en veeteelt;2015;1952;492
65382;Mannen;Hoger beroepsonderwijs;0811 Landbouw en veeteelt;2016;2040;487
65383;Mannen;Hoger beroepsonderwijs;0811 Landbouw en veeteelt;2017;2195;582
65384;Mannen;Hoger beroepsonderwijs;0811 Landbouw en veeteelt;2018;2187;538
65385;Mannen;Hoger beroepsonderwijs;0811 Landbouw en veeteelt;2019;2218;517
65386;Mannen;Hoger beroepsonderwijs;0811 Landbouw en veeteelt;2020;2248;499
65387;Mannen;Hoger beroepsonderwijs;0811 Landbouw en veeteelt;2021;2240;485
65388;Mannen;Hoger beroepsonderwijs;0812 Tuinbouw;2010;0;0
65389;Mannen;Hoger beroepsonderwijs;0812 Tuinbouw;2011;0;0
65390;Mannen;Hoger beroepsonderwijs;0812 Tuinbouw;2012;0;0
65391;Mannen;Hoger beroepsonderwijs;0812 Tuinbouw;2013;0;0
65392;Mannen;Hoger beroepsonderwijs;0812 Tuinbouw;2014;0;0
65393;Mannen;Hoger beroepsonderwijs;0812 Tuinbouw;2015;0;0
65394;Mannen;Hoger beroepsonderwijs;0812 Tuinbouw;2016;0;0
65395;Mannen;Hoger beroepsonderwijs;0812 Tuinbouw;2017;0;0
65396;Mannen;Hoger beroepsonderwijs;0812 Tuinbouw;2018;0;0
65397;Mannen;Hoger beroepsonderwijs;0812 Tuinbouw;2019;0;0
65398;Mannen;Hoger beroepsonderwijs;0812 Tuinbouw;2020;0;0
65399;Mannen;Hoger beroepsonderwijs;0812 Tuinbouw;2021;0;0
65400;Mannen;Hoger beroepsonderwijs;082 Bosbouw;2010;542;130
65401;Mannen;Hoger beroepsonderwijs;082 Bosbouw;2011;456;69
65402;Mannen;Hoger beroepsonderwijs;082 Bosbouw;2012;417;77
65403;Mannen;Hoger beroepsonderwijs;082 Bosbouw;2013;424;79
65404;Mannen;Hoger beroepsonderwijs;082 Bosbouw;2014;405;83
65405;Mannen;Hoger beroepsonderwijs;082 Bosbouw;2015;387;70
65406;Mannen;Hoger beroepsonderwijs;082 Bosbouw;2016;424;81
65407;Mannen;Hoger beroepsonderwijs;082 Bosbouw;2017;435;95
65408;Mannen;Hoger beroepsonderwijs;082 Bosbouw;2018;437;72
65409;Mannen;Hoger beroepsonderwijs;082 Bosbouw;2019;447;67
65410;Mannen;Hoger beroepsonderwijs;082 Bosbouw;2020;496;77
65411;Mannen;Hoger beroepsonderwijs;082 Bosbouw;2021;559;97
65412;Mannen;Hoger beroepsonderwijs;0821 Bosbouw;2010;542;130
65413;Mannen;Hoger beroepsonderwijs;0821 Bosbouw;2011;456;69
65414;Mannen;Hoger beroepsonderwijs;0821 Bosbouw;2012;417;77
65415;Mannen;Hoger beroepsonderwijs;0821 Bosbouw;2013;424;79
65416;Mannen;Hoger beroepsonderwijs;0821 Bosbouw;2014;405;83
65417;Mannen;Hoger beroepsonderwijs;0821 Bosbouw;2015;387;70
65418;Mannen;Hoger beroepsonderwijs;0821 Bosbouw;2016;424;81
65419;Mannen;Hoger beroepsonderwijs;0821 Bosbouw;2017;435;95
65420;Mannen;Hoger beroepsonderwijs;0821 Bosbouw;2018;437;72
65421;Mannen;Hoger beroepsonderwijs;0821 Bosbouw;2019;447;67
65422;Mannen;Hoger beroepsonderwijs;0821 Bosbouw;2020;496;77
65423;Mannen;Hoger beroepsonderwijs;0821 Bosbouw;2021;559;97
65424;Mannen;Hoger beroepsonderwijs;083 Visserij;2010;0;0
65425;Mannen;Hoger beroepsonderwijs;083 Visserij;2011;0;0
65426;Mannen;Hoger beroepsonderwijs;083 Visserij;2012;0;0
65427;Mannen;Hoger beroepsonderwijs;083 Visserij;2013;0;0
65428;Mannen;Hoger beroepsonderwijs;083 Visserij;2014;0;0
65429;Mannen;Hoger beroepsonderwijs;083 Visserij;2015;0;0
65430;Mannen;Hoger beroepsonderwijs;083 Visserij;2016;0;0
65431;Mannen;Hoger beroepsonderwijs;083 Visserij;2017;0;0
65432;Mannen;Hoger beroepsonderwijs;083 Visserij;2018;0;0
65433;Mannen;Hoger beroepsonderwijs;083 Visserij;2019;0;0
65434;Mannen;Hoger beroepsonderwijs;083 Visserij;2020;0;0
65435;Mannen;Hoger beroepsonderwijs;083 Visserij;2021;0;0
65436;Mannen;Hoger beroepsonderwijs;0831 Visserij;2010;0;0
65437;Mannen;Hoger beroepsonderwijs;0831 Visserij;2011;0;0
65438;Mannen;Hoger beroepsonderwijs;0831 Visserij;2012;0;0
65439;Mannen;Hoger beroepsonderwijs;0831 Visserij;2013;0;0
65440;Mannen;Hoger beroepsonderwijs;0831 Visserij;2014;0;0
65441;Mannen;Hoger beroepsonderwijs;0831 Visserij;2015;0;0
65442;Mannen;Hoger beroepsonderwijs;0831 Visserij;2016;0;0
65443;Mannen;Hoger beroepsonderwijs;0831 Visserij;2017;0;0
65444;Mannen;Hoger beroepsonderwijs;0831 Visserij;2018;0;0
65445;Mannen;Hoger beroepsonderwijs;0831 Visserij;2019;0;0
65446;Mannen;Hoger beroepsonderwijs;0831 Visserij;2020;0;0
65447;Mannen;Hoger beroepsonderwijs;0831 Visserij;2021;0;0
65448;Mannen;Hoger beroepsonderwijs;084 Diergeneeskunde en -verzorging;2010;0;0
65449;Mannen;Hoger beroepsonderwijs;084 Diergeneeskunde en -verzorging;2011;0;0
65450;Mannen;Hoger beroepsonderwijs;084 Diergeneeskunde en -verzorging;2012;0;0
65451;Mannen;Hoger beroepsonderwijs;084 Diergeneeskunde en -verzorging;2013;0;0
65452;Mannen;Hoger beroepsonderwijs;084 Diergeneeskunde en -verzorging;2014;0;0
65453;Mannen;Hoger beroepsonderwijs;084 Diergeneeskunde en -verzorging;2015;0;0
65454;Mannen;Hoger beroepsonderwijs;084 Diergeneeskunde en -verzorging;2016;0;0
65455;Mannen;Hoger beroepsonderwijs;084 Diergeneeskunde en -verzorging;2017;0;0
